mun_code,year,prec1,prec2,prec3,prec4,prec5,prec6,prec7,prec8,prec9,prec10,prec11,prec12
18041,1996,162.58,61.24,26.3,64.92,54.48,27.74,40.85,80.91,83.5,139.72,97.73,108.57
18041,1997,108.75,12.67,14.54,26.9,10.87,182.11,18.08,49.13,13.78,15.64,102.55,142
18041,1998,42.47,21.34,13.46,89.19,75.23,39.23,42.55,23.38,96.7,126.82,21.19,20.4
18041,1999,79.4,7.73,59.73,78.56,64.07,55.03,28.41,96.85,59.46,139.93,80.37,58.37
18041,2000,8.8,5.87,43.19,141.98,59.48,72.3,34.31,57.97,36.78,191.51,188.46,83.71
18041,2001,94.98,25.21,156.36,54.69,72.6,38.74,18.45,13.26,116.11,54.26,49.67,5.71
18041,2002,28,107.15,25.43,76.69,149.14,59.91,120.2,99.13,66.06,63.54,216.54,79.92
18041,2003,59.93,3.28,7.52,72.2,32.59,34.4,9.65,22.12,52.29,67.52,161.2,107.31
18041,2004,64.96,86.5,56.42,82.61,92.56,31.41,18.25,34.14,43.64,65.16,138.64,64.58
18041,2005,12.44,37.38,40.29,98.12,56.69,19.05,64.29,79.1,128.73,135.91,67.62,67.75
18041,2006,52.32,61.98,33.27,34.79,34.93,16.19,22.25,80.14,156.85,59.8,27.87,48.43
18041,2007,35.65,22.45,74.15,10.13,83.42,93.33,4.1,85.24,76.89,57.44,95.72,13.6
18041,2008,126.62,32.37,33.15,101.71,127.8,102.73,32.97,46.46,57.7,43.29,181.1,146.18
18041,2009,91.6,87.68,113.99,166.48,11.82,19.03,25.89,32.38,74.68,42.49,142.03,135.28
18041,2010,69.75,113.5,81.33,70.81,144.73,80.68,27.32,132.56,77.15,108.15,263.19,152.11
18041,2011,42.17,50.6,113.63,14.29,31.22,122.84,41.02,22.41,70.34,48.22,100.77,25.79
18041,2012,37.4,28.23,32.46,114.14,79.26,24.99,19.01,13.78,127.41,75.46,166.52,63.19
18041,2013,96.73,61.49,203.35,158.05,156.91,45.53,30.79,44.05,26.03,122.33,111.94,107.32
18041,2014,181.96,159.75,111.96,83.83,48.77,62.06,94.35,63.86,56.71,68.42,247.31,78.83
18041,2015,50.04,126.65,71.33,50.74,93.08,43.72,10.57,64.24,68.71,77.82,17.89,12.86
18041,2016,42.27,142.54,84.08,49.32,99.19,62.12,35.63,61.52,39.84,96.9,114.34,17.19
18041,2017,6.17,66.06,54.1,38.76,67.84,35.33,41.69,18.05,93.8,4.84,86.15,80.27
18041,2018,37.15,56.39,128.44,82.01,157.45,89.9,65.53,39.63,60.02,138.83,107.35,17.8
18041,2019,8.65,48.76,16.43,86.55,126.13,22.16,102.5,21.19,60.93,78.11,282.67,84.82
18041,2020,23.15,13.92,68.33,31.03,71.8,121.45,39.7,81.94,46.74,104.7,10.35,191.57
18041,2021,119.98,52.08,5.96,55.8,71.14,20.24,47.06,53.2,54.62,53.04,155.94,36.49
18041,2022,14.68,25.89,11.49,36.15,55.29,47.74,43.68,48.15,47.79,45.85,92.72,103.41
18069,1991,56.43,19.35,68.18,75.94,105.66,32.79,15.6,26.36,95.25,134.8,61.86,6.76
18069,1992,35.57,29.95,20.92,130.12,33.69,145.04,82.63,32.45,92.56,213.62,43.63,86.75
18069,1993,14.62,3.56,92.77,93.59,64.2,59.2,64.26,68.18,146.1,224.76,93.5,14.33
18069,1994,86.33,52.72,28.74,80.58,143.58,59.55,83.56,34.57,190.77,79.07,156.14,47.55
18069,1995,39.99,65.07,30.24,85.61,92.08,116.9,41.59,57.86,181.16,52.34,94.08,75.28
18069,1996,190.6,58.91,28.53,64.42,73.49,55.51,51.33,120.83,86.51,173.21,123.54,116.74
18069,1997,116.07,9.9,12.56,32.23,15.54,222.6,32.41,69,23.91,21.77,128.26,153.75
18069,1998,43.03,32.99,13.89,117.5,92.6,59.4,55.58,30.59,103.55,144.6,17.51,20.66
18069,1999,97.4,5.84,78.16,72.77,82.51,69.74,36.65,121.66,85.36,159.59,92.81,51.36
18069,2000,5.77,6.24,54.78,165.45,81.23,75.92,68.21,104.06,62.36,229.34,232.81,91.34
18069,2001,107.8,33.91,177.61,49.78,82.11,43.4,46.67,43.8,117.86,71.5,46.83,4.43
18069,2002,27.21,133.73,38.88,79.21,192.86,76.77,117.24,135.33,78.1,80,287.43,73.56
18069,2003,51.54,4.21,7.13,64.73,36.79,47.33,25.57,47.01,53.47,80.47,187.29,132.7
18069,2004,73.41,100.65,57.95,102.25,109.46,40.3,31.22,53.85,43.09,92,131.38,70.15
18069,2005,12.06,34.09,49.13,107.29,56.87,36.02,67.94,119.31,134.95,149.89,59.9,63.98
18069,2006,58.99,66.36,40.52,48.5,42.15,19.99,30.49,114.43,199.16,62.56,30.24,64.17
18069,2007,37.51,20.22,59.27,14.26,102.67,96.81,11.95,136.39,87.2,55.89,98.37,12.19
18069,2008,140.03,36.5,40.44,123.28,161.36,115.72,59.43,58.39,93.55,54.56,215.36,180.16
18069,2009,94.2,95.46,115.45,233.76,12.9,44.14,56.09,46.73,80.64,52.48,137.44,142.27
18069,2010,71.68,113.2,87.85,73.78,189.58,85.1,39.03,165.46,99.71,101.56,295.01,151.86
18069,2011,43.02,55.69,152.25,19.19,42.45,124.91,64.41,42.43,91.95,57.9,148.05,20.95
18069,2012,42.43,24.59,42.52,147.24,103.28,54.83,29.7,21.39,118.26,93.98,206.83,54.66
18069,2013,84.2,58.37,201.68,170.79,181.21,44.65,62.29,75.94,42.44,149.76,131.33,138.18
18069,2014,195.82,183.98,115.03,88.02,60.26,80.54,131.35,111.13,76.09,94.87,294.69,89.03
18069,2015,60.63,131.05,78.94,57.99,106.8,74.56,18.34,96.79,81.49,117.39,17.94,11.16
18069,2016,37.08,154.44,88.03,59.64,115.47,85.66,51.17,80.46,40.53,100.51,144.45,21.66
18069,2017,7.07,71.37,64.26,50.6,81.29,110.1,59.38,20.6,109.82,4.4,98.5,82.37
18069,2018,54.15,55.68,141.19,108.95,178.95,81.5,92.44,43.02,70.64,170.95,136.3,16.79
18069,2019,8.18,48.48,21.01,109.82,117.68,57.72,109.18,40.13,73.61,119.94,324.82,100.4
18069,2020,20.95,11.3,81.94,39.7,90.3,138.29,43,110.49,67.09,109.83,9.18,172.08
18069,2021,130.1,50.45,6.38,57.45,81.98,24.37,93.1,57.57,76.58,60.33,165.18,31.22
18069,2022,11.23,22.3,11.26,38.97,62.36,62.79,44.04,63.05,64.61,90.78,82.42,100.7
18076,1991,53.9,21.39,61.73,80.48,108.07,29.97,18.36,28.48,85.58,133.35,65.14,6.67
18076,1992,34.19,29.29,17.42,127.62,33.2,143.34,83.8,30.99,85.02,210.73,44.38,89.74
18076,1993,13.79,2.92,93.81,89.72,61.79,59.52,66.64,76.21,140.22,219.53,92.78,14.49
18076,1994,79.78,47.82,27.21,79.86,143.91,55.24,89.95,40.78,171.48,76.7,146.73,48.51
18076,1995,41.19,66.73,33.73,83.04,95.53,118.81,42.3,60.58,175.25,50,89.2,75.2
18076,1996,184.74,58.05,28.22,65.31,70.68,49.43,53.52,130.47,88.21,166.5,121.66,114.22
18076,1997,114.81,10.01,13.16,34.05,13.86,233.97,31.67,76.98,25.64,20.78,130.65,156.53
18076,1998,43.73,28.12,13.96,119.21,90.69,62.45,55.91,32.37,110.56,150.62,18.06,20.05
18076,1999,91.6,6.33,75.6,75.73,77.43,71.61,37.15,122.55,82.58,160.65,90.14,54.38
18076,2000,6.21,5.68,56.7,164.52,83.89,77.33,66.06,95.28,62.14,225.18,228.68,91.35
18076,2001,108.89,33.62,177.79,54.93,80.13,42.71,44.23,36,125.6,65.59,49.2,4.72
18076,2002,27.77,125.87,37.4,80.83,197.02,76.42,123.41,137.49,78.66,76.54,281.69,75.02
18076,2003,54.5,3.94,7.77,67.34,36.46,50.01,27.04,47.18,53.59,83.78,184.77,125.56
18076,2004,72.21,96.78,60.04,98.66,111.53,43.52,32.35,53.16,48.61,86.06,138.8,70.8
18076,2005,12.12,35.62,48.6,106.33,58.14,37.02,74.15,122.59,140.7,149.97,63.84,66.9
18076,2006,57.01,64.73,40.23,47.68,41.54,21.16,31.9,120.65,183.65,61.58,30.59,61.9
18076,2007,36.53,21.2,63.22,13.3,105.28,97.69,12.62,134.2,91.47,54.75,102.81,11.91
18076,2008,138.91,35.74,40.48,121.71,162.94,118.78,61.53,60.17,90.37,55.43,213.55,172.47
18076,2009,93.18,94.2,120.08,219.98,12.11,42.77,60.4,48.5,78.39,50.49,137.65,144.28
18076,2010,71.05,114.1,86.83,77.13,192.25,88.44,37.69,173.02,103.66,101.41,299.42,156.52
18076,2011,43.5,56.19,145.15,16.37,43.33,127.78,63.61,44.27,96.02,59.6,136.1,22.49
18076,2012,39.48,26.11,40.08,146.97,100.3,52.89,30.35,21.79,121.76,95.92,199.84,56.96
18076,2013,87.48,60.37,202.94,177.86,176.94,47.13,51.6,81.74,38.04,147.11,131.5,129.22
18076,2014,197.02,183.21,114.12,90.63,61.26,81.34,129.63,117.67,77.31,91.77,285.89,88.78
18076,2015,58.7,130.33,75.88,58.3,111.55,68.92,20.96,89.25,82.78,118.44,20.12,11.72
18076,2016,38.48,155.04,87.88,59.58,116.57,94.47,52.58,82.91,44.31,101.89,138.49,18.58
18076,2017,7.17,70.75,65.03,49.69,80.99,107.05,65.36,23.1,117.75,4.25,99.24,83.38
18076,2018,49.59,54.52,141.94,109.77,181.97,86.38,98.44,47.78,79.79,164.91,131.58,16.47
18076,2019,8.57,49.75,20.46,107.71,123.73,58.06,114.91,43.12,74.17,101.4,316.88,96.03
18076,2020,22.12,11.85,82.31,37.04,87.66,138.28,47.46,126.31,76.17,108.51,8.97,180.8
18076,2021,130.82,51.16,6.49,58.84,86.72,23.93,104.13,64.09,78.4,58.93,165.99,32.21
18076,2022,12.11,22.76,10.94,38.35,64.07,63.95,50.6,65.2,77.38,80.69,87.87,100.93
18078,1991,48.16,25.58,60.69,79.96,111.56,33.16,40.21,33.72,86.39,142.73,70.97,8.84
18078,1992,33.78,26.34,14.23,131.88,22.67,162.51,96.05,40.75,106.91,220.69,44.02,98.99
18078,1993,5.64,1.81,92.2,84.53,53.78,83.85,87.93,84.39,145.21,239.77,87.33,15.17
18078,1994,78.05,39.3,27.8,82.76,135.27,38.03,72.18,61.86,196.16,72.32,131.36,42.32
18078,1995,36.57,68.94,41.2,75.51,117.87,136.74,45.71,57.43,177.84,40.7,74.87,75.74
18078,1996,177.79,54.08,25.68,61.2,81.21,53.46,64.27,132.32,74.03,161.24,136.4,111.07
18078,1997,112.77,5.04,14.19,35.37,13.92,276.05,39.51,112.37,24.45,20.57,142.93,158.43
18078,1998,46.14,22.23,12.33,129.49,87.88,90.19,47.34,35.08,131.41,179.67,20.8,17.71
18078,1999,80.44,7.07,77.88,84.01,71.63,62.14,29.27,116.03,98.69,161.34,87.28,64.91
18078,2000,4.75,4.51,66.59,145.13,90.11,69.27,68.24,97.95,73.22,207.13,263.51,86.77
18078,2001,118.11,33.84,188.57,73.07,78.75,36.34,54.96,35.15,135.62,60.34,50.11,4.27
18078,2002,26.22,111.44,41.99,84.22,249.3,79.81,132.69,164.16,75.9,66.4,269.6,75.57
18078,2003,58.9,3.56,8.4,70.3,40.21,52.22,30.4,44.51,45.32,92.54,168.25,106.52
18078,2004,69.64,98.51,73.69,100.15,125,51.24,38.25,44.98,52.53,85.63,150.48,78.13
18078,2005,10.68,30.56,46.84,103.71,68.49,36.99,88.52,141.14,151.4,133.78,68.95,73.69
18078,2006,54.38,71.96,33.21,51.53,43.9,28.28,35.85,112.79,143.81,47.2,33.57,64.49
18078,2007,39.6,24.83,79.69,12.37,121.94,98.49,18.56,137.2,98.89,52.07,116.33,8.66
18078,2008,136.02,33.1,45,131.59,158.99,109.46,79.32,61.1,98.02,64.54,205.92,162.66
18078,2009,94.58,91.65,126.82,205,9.48,45.57,57.74,56.84,82.2,53,122.49,152.68
18078,2010,65.92,113.5,94.26,93.68,247.08,107.38,42.41,209.96,149.72,116.34,306.68,155.81
18078,2011,45.2,60.15,128.69,10.42,50.11,118.92,70.79,42.8,101.04,71.57,108.82,19.55
18078,2012,29.64,28.67,34.25,147.55,111.44,65.13,33.34,29.84,133.94,106.21,188.46,52.83
18078,2013,97.61,65.93,194.7,185.05,193.6,60.57,54.44,115.34,42.23,156.46,123.58,100.7
18078,2014,213.78,190.25,97.33,80.96,61.98,89.37,159.07,136.69,66.62,117.18,266.18,81.76
18078,2015,59.12,132.71,68.73,57.68,112.77,76.36,27.81,87.79,102.4,144.7,25.7,6.84
18078,2016,36.36,145.13,81.78,50.59,154.7,137.99,54.82,94.12,61.14,110.12,125.96,11.51
18078,2017,5.86,66.7,74.85,45,89.03,148.69,76.44,44.74,150.04,3.89,101.6,95.03
18078,2018,39.83,50.17,153.21,115.19,175.38,88.01,102.04,65.67,126.05,140.69,129.84,13.43
18078,2019,8.27,57.7,18.65,119.67,132.26,92.59,99.02,63.88,94.22,89.89,301.11,88.5
18078,2020,22.92,7.89,70.05,30.7,88.59,135.27,55.37,158.5,95.81,119.72,6.55,196.03
18078,2021,121.71,51.07,5.78,55.37,82.1,18.37,190.54,69.49,76.91,73.44,157.68,32.1
18078,2022,13.03,23.24,7.46,45.99,56.35,71.43,57.7,73.46,102.7,51.01,96.28,93.96
18083,1991,58.03,18.17,55.99,69.42,98.91,24.44,8.75,17.5,75.69,112.59,55.66,4.5
18083,1992,34.77,29.52,17.82,120.03,31.09,83.13,62.95,18.27,63.33,188.74,42.95,83.96
18083,1993,21.56,3.62,87.29,83.32,44.9,29.78,39.22,38.89,108.08,188.8,93.9,14.62
18083,1994,80.61,49.09,21.66,74.94,101.9,57.78,76.49,10.39,157.47,71.18,150.43,51.28
18083,1995,41.37,58.73,25.03,77.15,68.54,92.72,26.46,35.61,148.42,46.74,96.2,81.37
18083,1996,185.18,62.79,29.69,62.46,54.54,46.4,37.07,78.45,86.63,164.17,103.82,119.02
18083,1997,113.51,12.81,12.9,23.9,14.22,167.14,22.75,35.57,15.4,21.02,103.01,142.41
18083,1998,40.42,32.89,13.27,90.08,78.11,31.05,38.38,18.88,84.9,113.89,18.97,22.66
18083,1999,98.77,5.53,63.96,63.16,74.31,56.46,26.23,100.05,66.87,143.81,88.02,49.06
18083,2000,7.04,7.88,43.31,142.32,44.08,62.95,50.96,82.08,34.3,200.36,192.25,88.27
18083,2001,99.31,26.9,160.44,39.14,69.03,35.74,24.89,34.32,105.55,64.69,43.93,4.63
18083,2002,26.22,132.59,29.76,74.28,134.31,60.35,103.15,92.99,65.22,80.19,236.72,76.5
18083,2003,50.63,3.77,6.32,61.37,27.55,29.02,13.91,28.35,49.63,64.68,166.84,129.51
18083,2004,72.52,96.57,51.69,91.97,86.36,28.05,20.23,31,31.9,84.27,116.24,64.45
18083,2005,12.98,35.01,43.45,100.04,54.56,19.83,50.59,72.92,110.13,143.05,56.95,61.02
18083,2006,60.56,61.67,35.62,37.51,32.67,15.36,21.52,86.52,199.9,65.13,28.38,53.97
18083,2007,38.15,18.8,53.8,11.08,78.98,92.37,2.77,99.2,65.83,63.78,87.41,15.56
18083,2008,137.75,34.8,34.53,107.98,123.42,95.43,30.22,49.05,69.32,44.16,188.85,172.15
18083,2009,97.29,89.12,102.93,190.72,11.81,26.16,23.53,24.42,75.39,51.02,141.91,132.3
18083,2010,74.36,111.47,79.81,62.5,131.36,71.88,32.07,120.49,79.95,102.09,252.08,145.97
18083,2011,43.45,51.62,142.32,16.13,30.3,105.83,45.64,18.87,61.52,49.2,131.54,22.01
18083,2012,47.99,23.89,41.48,119.38,87.74,34.2,15.53,14.02,120.88,72.09,196.46,57.57
18083,2013,89.28,55.15,201.47,135.72,154.33,35.59,50.15,37.3,29.76,136.09,120.37,131.84
18083,2014,183.27,164.81,109.41,79.03,44.31,65.69,92.29,57.93,59.79,82.74,257.69,84.75
18083,2015,54.43,126.08,82.33,48.72,81.33,55.73,7.85,77.18,65.35,88.1,15.7,12.73
18083,2016,39.12,143.25,85.41,46.59,91.95,42.88,37.52,56.7,26.99,96.78,132.49,28.11
18083,2017,6.17,69.5,49.35,47.1,68.19,52.22,33.63,10.51,82.95,6.01,87.9,79.81
18083,2018,47.42,60.34,131.35,80.98,136.13,58.29,61.11,28.86,40.99,166.59,124.93,19.64
18083,2019,7.36,45.94,18.11,92.18,107.2,22.8,91.41,15.55,64.23,121.1,310.19,96.6
18083,2020,21.4,15.59,69.45,38.66,81.07,98.41,29.02,58.15,36.81,98.68,10.38,169.43
18083,2021,128.75,47.69,5.21,56.48,66.99,17.32,49.36,50.06,44.9,55.19,161.79,33.02
18083,2022,15.05,26.2,12.19,34.83,55.79,35.75,38.26,42.9,42.11,67,79.2,106.46
18087,1991,47.81,26.83,53.66,84.5,111.99,25.95,27.65,39.67,70.92,122.74,71.31,7.15
18087,1992,32.35,25.63,10.86,123.04,25.47,129.72,74.93,34.92,78.87,200.06,42.42,95.09
18087,1993,10.42,1.84,89.09,78.71,55.31,66.62,69.6,56.59,122.84,200.79,87.12,15.35
18087,1994,68.21,36.37,21.68,77.01,115.87,46.09,79.49,46.25,150.67,64.67,121.72,45.69
18087,1995,38.82,65.6,37.5,72.73,109,115.79,36.42,54.38,149.97,38.36,69.58,78.69
18087,1996,165.13,59.34,24.72,62.83,72.45,38.6,56.59,102.62,75.72,143.51,118.96,108.95
18087,1997,110.89,8.27,16.52,30.71,13.02,241.01,30.16,87.45,19.3,16.75,120.66,149.94
18087,1998,44.59,20.45,12.86,106.16,81.23,71.16,46.96,30.54,116.09,160.84,22.1,18.6
18087,1999,75.92,7.86,65.72,90.49,67.29,54.73,26.96,99.39,78.83,151.29,84.1,65.47
18087,2000,7.3,5.11,51.45,139.81,76.46,71.98,49.97,82.55,55.17,192.97,226.87,82.19
18087,2001,106.05,28.14,172.09,73.22,78.85,39.56,38.34,23.16,131.07,54.26,51.55,5.11
18087,2002,26.97,104.2,33.81,84.2,216.95,66.05,132.38,138.26,72.55,61.17,229.35,79.83
18087,2003,62.23,3.29,7.75,75.62,37.23,44.29,19.31,31.02,50.71,78.07,159.37,98.4
18087,2004,66.27,91.71,68.4,90.09,113.47,45.81,33.09,41.35,50.94,74.82,147.79,74.64
18087,2005,11.17,33.78,43.82,101.3,64.52,31.35,79.92,113.18,142.32,130.75,71.46,73.93
18087,2006,53.46,70.57,31.41,45,43.25,24.78,30.7,89.94,142.38,49.27,29.15,55.26
18087,2007,38.57,25.65,88.02,11.53,101.17,97.02,12.64,110.1,90.76,54.62,107.43,10.6
18087,2008,127.89,31.83,38.09,115.89,145.82,109.25,61.85,53.59,73.57,55.43,188.32,149.63
18087,2009,94.1,89.73,120.54,184.32,10.65,32.99,42.73,50.82,80.61,46.15,131.13,143.27
18087,2010,66.41,113.63,91.15,86.82,216.18,103.75,38.78,174.68,116.8,119.12,286.12,153.12
18087,2011,41.87,55.77,115.44,10.47,43.01,124.14,54.08,31.45,79.97,61.25,93.11,21.79
18087,2012,30.2,30.31,30.61,128.43,94.09,45.43,32.74,22.34,135.19,92.17,169.23,57.69
18087,2013,101.34,66.79,199.88,180.8,186.04,59.5,41.5,78.63,38.81,135.33,110.08,93.61
18087,2014,199.71,173.33,102.35,80.18,58.35,78.45,131.83,107.39,60.99,91.72,248.07,75.12
18087,2015,53.12,133.32,70.02,56.58,113.47,63.1,19.03,70.15,85.93,109.25,21.81,8.39
18087,2016,38.89,143.8,82.37,49.18,135.81,112.7,43.52,85.11,57.56,105.52,109.74,13.04
18087,2017,5.37,64.6,64.84,42.01,78.06,92.45,57.84,37.44,132.11,4.48,92.96,89.7
18087,2018,36.25,55.51,141.09,98.78,166.52,96.75,86.31,60.52,107.08,127.83,115.42,14.65
18087,2019,9.06,55.23,17.78,104.35,137.62,54.49,101.74,41.67,78.73,80.22,280.12,85.69
18087,2020,23.59,9.98,64.82,28.88,80.63,136.62,51.61,127.8,76.57,111.21,7.45,200.82
18087,2021,116.52,52.95,6.47,56.28,75.93,21.62,120.62,68.99,63.21,66.66,152.62,35.89
18087,2022,15.72,25.54,9.09,41.96,55.76,66.51,54.59,64.23,78.8,42.04,97.65,97.55
18099,1991,45.01,31.46,47.92,97.23,127.96,23.45,21.43,49.89,55.05,114.43,77.66,5.77
18099,1992,30.55,22.52,7.32,110.09,29.49,113.63,56.56,35.73,53.64,195.42,40.08,97.9
18099,1993,10.83,1.45,86.04,78.75,57.15,54.47,58.72,29.23,112.85,155.84,90.29,16.56
18099,1994,59.33,31.43,16.73,76.18,100.3,56.37,79.63,44.95,113.97,57.09,110.53,47.19
18099,1995,39.25,64.03,33.95,65.66,107.35,106.25,31.21,66.01,125.93,35.82,55.8,85.07
18099,1996,150.17,67.04,23.81,62.5,73.02,27.28,55.5,82.63,83.74,128.04,111.75,113.01
18099,1997,109.17,9.96,22.43,26.68,17.03,217.04,28.23,70.49,15.4,17.09,103.79,138.02
18099,1998,43.76,17.27,13.15,77.15,75.58,64.94,48.42,30.05,119.24,162.26,27.01,19.34
18099,1999,68.92,9.71,54.26,106.33,67.09,55.12,25.47,72.2,71.67,136.94,86.58,69.71
18099,2000,9.98,6.02,41.81,129.21,66.78,75.12,34.31,73.09,44.31,172.5,197.93,75.69
18099,2001,98.38,23.53,161.41,87.75,84.38,45.16,33.16,14.88,142.2,48.11,54.23,6.44
18099,2002,26.78,87.57,28.38,97.31,189.73,56.93,150.97,135.67,73.42,59.91,175.72,91.73
18099,2003,73,3.15,8.76,88.69,34.47,48.43,10.1,21.16,61.1,68.15,144.71,80.11
18099,2004,63.23,89.5,71.74,84.14,112.54,48.98,36.69,42.94,61.16,67.25,151.99,75.69
18099,2005,10.89,35.74,45.07,103.37,62.09,29.8,85.57,103.25,127.69,133.82,79.08,80.93
18099,2006,56.19,74.16,28.37,45.3,52.31,26.25,28.74,72.69,133.49,46.32,24.1,47.25
18099,2007,40.45,31.8,109.05,11.94,90.86,96.55,9.36,99.6,91.9,60.84,101.7,13.14
18099,2008,113.65,31.52,33.63,102.55,131.01,114.4,57.71,57.19,53.5,53.16,169.22,137.27
18099,2009,97.84,85.75,118.87,169.14,12.82,32.55,39.88,60.25,85.12,41.61,137.65,136.45
18099,2010,67.55,113.27,91.86,87.31,192.35,116.01,42.29,150.71,98.9,131.98,261.38,147.75
18099,2011,39.17,54.51,102.04,10.74,38.45,140.37,45.17,20.2,54.77,58.77,71.66,22.32
18099,2012,27.06,36.22,23.5,108.45,86.62,27.63,37.94,19.45,151.96,89.04,143.76,62.95
18099,2013,112.66,76.5,209.67,179.14,190.68,64.75,30.17,60.21,48.11,121.43,94.77,73.14
18099,2014,193.19,160.49,103.03,77.72,66.9,78.95,139.74,88.44,53.69,72.68,214.42,69.06
18099,2015,48.95,143.68,71.46,55.03,125.08,59.95,14,53.5,74.01,86.09,19.01,7.39
18099,2016,43.89,146.68,81.83,47.97,129.61,108,35.13,92.8,61.78,107.5,88.4,13.5
18099,2017,4.14,64.55,51.46,41.32,72.66,50.08,44.47,37.53,149.22,6.59,89.35,90.98
18099,2018,29.67,69.46,132.41,86.81,154.72,105.78,77.37,75.05,111.25,109.79,101.72,14.58
18099,2019,11.72,56.55,16.83,95.44,157.39,19.23,110.65,26.3,82.57,72.43,254.27,81.81
18099,2020,26,9.1,58.64,27.56,75.78,147.74,66.45,118.91,69.37,111.06,8.18,216.74
18099,2021,108.75,56.29,9.89,67.46,71.98,28.14,89.56,78.55,55.14,70.76,153.89,43.65
18099,2022,22.56,31.84,9.89,48,55.49,75.91,55.72,72.26,71.74,29.39,107.9,98.66
18104,1991,62.28,15.3,82.49,65.31,101.76,39.16,12.9,23.42,116.56,139.99,55.1,7.2
18104,1992,39.22,30.81,28.11,136.22,33.26,149.94,79.11,36.95,108.84,220.31,41.91,81.44
18104,1993,16.25,4.81,91.06,102.68,66.45,62.05,59.72,52.1,160.78,235.34,96.86,14.28
18104,1994,100.36,62.43,31.85,82.84,142.45,67.7,68.91,24.16,232.94,84.82,177.22,44.6
18104,1995,36.25,60.92,22.09,89.57,86.28,116.66,39.76,52.7,195.87,56.58,105.06,76.95
18104,1996,203.93,61.7,29.3,62.09,80.87,70.29,48.27,100.94,82.45,187.8,129.21,123.33
18104,1997,119.42,9.28,12.08,27.86,19.78,204.14,35.77,54.94,21.17,24.35,123.37,148.49
18104,1998,41.37,43.72,13.59,113.23,96.24,55.27,53.82,26.79,89.56,134.58,16.74,22.15
18104,1999,110.44,4.68,82.21,67.98,93.58,64.4,33.84,117.55,92.41,158.92,99.54,45.75
18104,2000,4.75,7.71,50.18,163.98,72.72,71.15,75.4,127.34,61.89,234.92,242.3,90.91
18104,2001,107.14,34.03,178.29,41.45,86.09,44.21,53.22,62.52,103.98,83.27,41.93,3.69
18104,2002,25.58,151.09,42.65,77.49,190.64,75.66,104.47,133.26,77.34,88.33,294.86,71.07
18104,2003,45.4,4.72,5.57,59.42,36.36,41.15,23.72,46.74,52.98,72.98,189.58,146.34
18104,2004,76.89,109.59,54.98,110.25,106.08,35.68,31.78,54.14,31.43,107.17,114.02,70.63
18104,2005,11.85,30.6,50.96,109.43,55.82,35.46,55.02,112.91,120.88,148.73,51.86,58.84
18104,2006,64.58,70.97,40.37,51.58,44.34,19.11,28.54,100.91,232.38,63.19,29.14,69.05
18104,2007,40.47,18.54,52.59,16.27,96.27,95.75,11.01,142.34,77.56,59.58,89.27,12.99
18104,2008,143.09,37.92,40.35,127.53,157.58,109.51,57.59,55.63,99.91,54.25,217.28,197.77
18104,2009,98.12,97.77,104.29,262.5,14.21,48.26,47.04,44.18,86.28,57.67,135.88,138.04
18104,2010,73.21,111.01,90.99,68.37,191.15,81.9,44.45,150.86,96.81,104.04,283.7,141.47
18104,2011,41.8,55.33,168.81,23.57,41.79,116.35,66.1,37.01,79.38,56.06,170.34,16.75
18104,2012,48.73,21.83,47.87,147.5,110.14,60.98,30.44,21.22,113.31,90.33,222.44,48.85
18104,2013,79.11,54.82,199.14,155.84,193.08,40.98,85.73,63.78,53.37,156.07,129.03,154.41
18104,2014,195.33,185.71,114.03,80.65,58.38,81.33,136.46,100.66,73.69,104.61,307.3,88.28
18104,2015,64.4,133.74,87.1,57.87,99.15,89.32,13.01,110.9,79.21,117.67,13.72,9.31
18104,2016,33.5,152.97,88.17,58,116.91,71.27,48.35,77.88,34.14,99.43,154.14,29.21
18104,2017,6.53,72.31,61.95,54.2,81.64,120.52,45.88,17.79,98.41,5.06,97.14,81.98
18104,2018,63.31,59.7,141.3,107,167.24,67.56,81.1,36,57.07,182.66,147.57,17.4
18104,2019,7.49,46.66,22.35,115.99,106.35,56.66,95.42,33.45,74.74,162,339.99,110.35
18104,2020,19.93,11.83,79.43,45.44,100.51,124.39,36.05,91.51,60.61,105.74,8.65,157.99
18104,2021,134.24,47.58,6.28,58.57,76.25,23.75,96.25,58.69,65.73,66.8,167.24,29.58
18104,2022,13.31,23.65,11.43,39.99,63.04,57.69,40.71,62.04,59.51,107.63,72.29,101.7
18113,1991,48.49,19.58,57.39,71.66,98.23,20.02,9.83,19.95,74.96,115.59,54.43,3.45
18113,1992,35.87,27.98,20.54,117.33,37.2,91.33,66.57,19.08,76.54,190.88,38.12,83.08
18113,1993,15.15,4.17,86.79,88.95,53.57,31.67,34.92,30.91,111.97,181.54,98,15.43
18113,1994,80.99,47.2,19.99,81.3,93.71,68.88,68.71,14.75,152.16,72.51,152.02,50.3
18113,1995,39.46,53.65,28.37,75.21,66.8,86.76,22.37,36.94,147.6,51.94,86.27,79.47
18113,1996,185.56,69.76,29.19,69.22,57.92,38.26,32.73,87.78,89.19,174.62,100.45,115.98
18113,1997,115.18,9.11,10.51,19.79,15.7,156.99,21.37,32.4,16.2,24.8,104.64,131.35
18113,1998,41.28,29.38,11.27,87.1,79.09,34.18,37.86,22.7,90.4,118.55,20.67,24.98
