"mun_code","COMUNE","longitude","latitude","province","province_code","region","agr_reg_code"
"93022","Fontanafredda",12.54779912,45.98891061,"Pordenone","PN","FRIULI","3"
"93025","Maniago",12.7081671,46.17104534,"Pordenone","PN","FRIULI","2"
"93028","Morsano al Tagliamento",12.92903161,45.85783419,"Pordenone","PN","FRIULI","4"
"93033","Pordenone",12.66002911,45.95443546,"Pordenone","PN","FRIULI","3"
"93034","Prata di Pordenone",12.59726391,45.89393848,"Pordenone","PN","FRIULI","3"
"93035","Pravisdomini",12.69215327,45.81755711,"Pordenone","PN","FRIULI","3"
"93036","Roveredo in Piano",12.61755092,46.00954116,"Pordenone","PN","FRIULI","3"
"93038","San Giorgio della Richinvelda",12.86774016,46.04540931,"Pordenone","PN","FRIULI","4"
"93040","San Quirino",12.680307,46.03636768,"Pordenone","PN","FRIULI","3"
"93041","San Vito al Tagliamento",12.85473667,45.91497245,"Pordenone","PN","FRIULI","4"
"93043","Sesto al Reghena",12.81651528,45.84857474,"Pordenone","PN","FRIULI","4"
"93044","Spilimbergo",12.90567156,46.11211858,"Pordenone","PN","FRIULI","4"
"93051","Zoppola",12.77039751,45.96638834,"Pordenone","PN","FRIULI","3"
"97010","Brivio",9.44832519,45.74211964,"Lecco","LC","LOMBARDIA","12"
"97062","Paderno d'Adda",9.44739335,45.68024814,"Lecco","LC","LOMBARDIA","12"
"97087","Verderio Inferiore",9.4345,45.6665,"Lecco","LC","LOMBARDIA","12"
"97091","Verderio",9.44182,45.663,"Lecco","LC","LOMBARDIA","8"
"98003","Boffalora d'Adda",9.49469045,45.35863081,"Lodi","LO","LOMBARDIA","9"
"98006","Brembio",9.56969713,45.2151031,"Lodi","LO","LOMBARDIA","10"
"98008","Casaletto Lodigiano",9.36181333,45.29313323,"Lodi","LO","LOMBARDIA","9"
"98018","Cervignano d'Adda",9.42263787,45.3738302,"Lodi","LO","LOMBARDIA","9"
"98019","Codogno",9.70319172,45.16002706,"Lodi","LO","LOMBARDIA","10"
"98031","Lodi",9.50372077,45.31440693,"Lodi","LO","LOMBARDIA","9"
"98054","Somaglia",9.63788616,45.14698574,"Lodi","LO","LOMBARDIA","11"
"98056","Tavazzano con Villavesco",9.40969561,45.32750177,"Lodi","LO","LOMBARDIA","9"
"98060","Villanova del Sillaro",9.48089049,45.23730986,"Lodi","LO","LOMBARDIA","10"
